鉴锅,Circuit,WD 辆幅,WD Page,Cable Type,From Deck,From Room,From Equipment,To Deck,To Room,To Equipment,Main-SubSystem,辨捞,啊蹿荐,醚辨捞,From Node,From Length,To Node,To Length,POR Area,SET Area,SET DECK,SET Block,SET Node,S-From Length,S-ToLength,雷咯POR,雷咯傈侩樊,Cut_div,GroupCircuit,CASING荤鞭,Drum Ser,Drum Seq,Deck PATH,Block PATH,Node PATH,RMK1,RMK2,CUT_NOD,POR_DIV,窜困吝樊,Upper_blk,Stage,DP,From厘厚Tag,To厘厚Tag,CheckNode,辨捞Node
1449,F-FD-167,FIRE,22,HLM2,AA,,SD-NWT(1 - 5 - 66),AA,,TD-84-WT(1 - 5 - 67),/,29,1,29,AAFS0066,2.6,AAFS0080,2.2,A,A,H21S0,H21S0,AAFS0069,21.2,7.1,,0,C,,,ECA0,AZ,AA(28.35),H21S0(14.33) H21P0(6.88) H21S0(7.14),AAFS0066 AAFS0065 AAFS0062 AAFS0061 AAFS0055 AAFS0044 AAFS0045 AAFS0046 AAFS0047 AAFS0048 AAFS0049 AAFS0050 AAFS0051 AAFS0052 AAFS0053 AAFS0054 AAFP0136 AAFP0143 AAFP0157 AAFP0158 AAFP0161 AAFP0162 AAFS0069 AAFS0070 AAFS0071 AAFS0080  ,,,C5,惯青,0.130,H21S0,J,H21S0J540003,E388EESDN05066,E388EETDW05067,,       F-(    2.6)-AAFS0066-(   2.71)-AAFS0065-(   3.83)-AAFS0062-(   4.74)-AAFS0061-(   5.47)-AAFS0055-(   6.33)-AAFS0044-(   6.65)-AAFS0045-(   6.95)-AAFS0046-(   9.75)-AAFS0047-(   9.99)-AAFS0048-(  10.78)-AAFS0049-(  13.29)-AAFS0050-(  13.39)-AAFS0051-(  13.63)-AAFS0052-(  14.13)-AAFS0053-(  14.33)-AAFS0054-(  15.05)-AAFP0136-(  16.51)-AAFP0143-(  17.15)-AAFP0157-(  17.97)-AAFP0158-(  18.63)-AAFP0161-(  19.59)-AAFP0162-(  21.21)-AAFS0069-(  23.05)-AAFS0070-(  23.39)-AAFS0071-(  26.15)-AAFS0080-(  28.35)-T       
1450,F-FD-168,FIRE,22,HLM2,AA,,TD-84-WT(1 - 5 - 67),AA,,TD-84-WT(1 - 5 - 68),/,7,1,7,AAFS0080,2.2,AAFS0079,1,A,A,H21S0,H21S0,AAFS0080,2.2,4.3,,0,C,,,ECA0,AZ,AA(6.54),H21S0(6.54),AAFS0080 AAFS0071 AAFS0070 AAFS0079  ,,,X4,惯青,0.130,H21S0,J,H21S0J540003,E388EETDW05067,E388EETDW05068,,       F-(    2.2)-AAFS0080-(   4.96)-AAFS0071-(    5.3)-AAFS0070-(   5.54)-AAFS0079-(   6.54)-T       
1451,F-FD-169,FIRE,22,HLM2,AA,,TD-84-WT(1 - 5 - 68),AA,,CM-WT(1 - 5 - 69),/,10,1,10,AAFS0079,1,AAFP2015,1.2,A,A,H21P0,H21P0,AAFP0162,4.7,5,,0,C,,,ECA0,AZ,AA(9.73),H21S0(3.08) H21P0(6.65),AAFS0079 AAFS0070 AAFS0069 AAFP0162 AAFP0161 AAFP0158 AAFP0157 AAFP2015  ,,,X3,惯青,0.130,H21S0,J,H21P0J540003,E388EETDW05068,E388EEMCW05069,,       F-(      1)-AAFS0079-(   1.24)-AAFS0070-(   3.08)-AAFS0069-(    4.7)-AAFP0162-(   5.66)-AAFP0161-(   6.32)-AAFP0158-(   7.14)-AAFP0157-(   8.53)-AAFP2015-(   9.73)-T       
1452,F-FD-170,FIRE,22,HLM2,AA,,CM-WT(1 - 5 - 69),AA,,SD-WT(1 - 5 - 70),/,25,1,25,AAFP2015,1.2,AAFP0176,5.5,A,A,H21P0,H21P0,AAFP2015,1.2,23.7,,0,C,,,ECA0,AZ,AA(24.92),H21P0(24.92),AAFP2015 AAFP0157 AAFP0143 AAFP0136 AAFP0137 AAFP0138 AAFP0132 AAFP0133 AAFP0131 AAFP0127 AAFP0149 AAFP0150 AAFP0168 AAFP0172 AAFP0171 AAFP0170 AAFP0176  ,,,X3,惯青,0.130,H21P0,J,H21P0J540003,E388EEMCW05069,E388EESDW05070,,       F-(    1.2)-AAFP2015-(   2.59)-AAFP0157-(   3.23)-AAFP0143-(   4.69)-AAFP0136-(   7.19)-AAFP0137-(   8.35)-AAFP0138-(  10.52)-AAFP0132-(  10.84)-AAFP0133-(  10.99)-AAFP0131-(  11.55)-AAFP0127-(  12.98)-AAFP0149-(  14.12)-AAFP0150-(  15.04)-AAFP0168-(  16.44)-AAFP0172-(  17.58)-AAFP0171-(  18.27)-AAFP0170-(  19.42)-AAFP0176-(  24.92)-T       
1453,F-FD-171,FIRE,22,HLM2,AA,,SD-WT(1 - 5 - 70),AA,,SD-NWT(1 - 5 - 71),/,10,1,10,AAFP0176,5.5,AAFP0180,1.4,A,A,H21P0,H21P0,AAFP0176,5.5,4,,0,C,,,ECA0,AZ,AA(9.54),H21P0(9.54),AAFP0176 AAFP0170 AAFP0171 AAFP0180  ,,,X3,惯青,0.130,H21P0,J,H21P0J540003,E388EESDW05070,E388EESDN05071,,       F-(    5.5)-AAFP0176-(   6.65)-AAFP0170-(   7.34)-AAFP0171-(   8.14)-AAFP0180-(   9.54)-T       
1454,F-FD-172,FIRE,22,HLM2,AA,,SD-NWT(1 - 5 - 71),AA,,SD-NWT(1 - 5 - 72),/,10,1,10,AAFP0180,1.4,AAFP0182,1.4,A,A,H21P0,H21P0,AAFP0180,1.4,8.4,,0,C,,,ECA0,AZ,AA(9.82),H21P0(9.82),AAFP0180 AAFP0171 AAFP0172 AAFP0173 AAFP0174 AAFP0175 AAFP0166 AAFP0167 AAFP0182  ,,,X3,惯青,0.130,H21P0,J,H21P0J540003,E388EESDN05071,E388EESDN05072,,       F-(    1.4)-AAFP0180-(    2.2)-AAFP0171-(   3.34)-AAFP0172-(   3.88)-AAFP0173-(    5.9)-AAFP0174-(   5.96)-AAFP0175-(   7.68)-AAFP0166-(   8.12)-AAFP0167-(   8.42)-AAFP0182-(   9.82)-T       
1455,F-FD-173,FIRE,22,HLM2,AA,,SD-NWT(1 - 5 - 72),AA,,CM-WM(1 - 5 - 73),/,10,1,10,AAFP0182,1.4,AAFP0139,2.6,A,A,H21P0,H21P0,AAFP0182,1.4,8.2,,0,C,,,ECA0,AZ,AA(9.57),H21P0(9.57),AAFP0182 AAFP0167 AAFP0166 AAFP0165 AAFP0164 AAFP0148 AAFP0140 AAFP0139  ,,,X3,惯青,0.130,H21P0,J,H21P0J540003,E388EESDN05072,E388EEMCN05073,,       F-(    1.4)-AAFP0182-(    1.7)-AAFP0167-(   2.14)-AAFP0166-(   3.48)-AAFP0165-(   3.66)-AAFP0164-(   5.37)-AAFP0148-(   6.67)-AAFP0140-(   6.97)-AAFP0139-(   9.57)-T       
1456,F-FD-174,FIRE,22,HLM2,AA,,CM-WM(1 - 5 - 73),AA,,SD-NWT(1 - 5 - 74),/,12,1,12,AAFP0139,2.6,AAFP0107,1.5,A,A,H21P0,H21P0,AAFP0139,2.6,8.6,,0,C,,,ECA0,AZ,AA(11.17),H21P0(11.17),AAFP0139 AAFP0135 AAFP0134 AAFP0130 AAFP0129 AAFP0189 AAFP0107  ,,,X3,惯青,0.130,H21P0,J,H21P0J540003,E388EEMCN05073,E388EESDN05074,,       F-(    2.6)-AAFP0139-(   4.46)-AAFP0135-(   4.92)-AAFP0134-(   6.64)-AAFP0130-(   7.54)-AAFP0129-(    9.3)-AAFP0189-(   9.67)-AAFP0107-(  11.17)-T       
1457,F-FD-175,FIRE,22,HLM2,AA,,SD-NWT(1 - 5 - 74),AA,,SD-NWT(1 - 5 - 75),/,10,1,10,AAFP0107,1.5,AAFP0131,1.4,A,A,H21P0,H21P0,AAFP0107,1.5,8.2,,0,C,,,ECA0,AZ,AA(9.73),H21P0(9.73),AAFP0107 AAFP0189 AAFP0129 AAFP0130 AAFP0134 AAFP0133 AAFP0131  ,,,X3,惯青,0.130,H21P0,J,H21P0J540003,E388EESDN05074,E388EESDN05075,,       F-(    1.5)-AAFP0107-(   1.87)-AAFP0189-(   3.63)-AAFP0129-(   4.53)-AAFP0130-(   6.25)-AAFP0134-(   8.18)-AAFP0133-(   8.33)-AAFP0131-(   9.73)-T       
1458,F-FD-176,FIRE,22,HLM2,AA,,SD-NWT(1 - 5 - 75),AA,,SD-NWT(1 - 5 - 76),/,15,1,15,AAFP0131,1.4,AAFP0108,1.3,A,A,H21P0,H21P0,AAFP0131,1.4,13.3,,0,C,,,ECA0,AZ,AA(14.65),H21P0(14.65),AAFP0131 AAFP0127 AAFP0126 AAFP0110 AAFP0109 AAFP0102 AAFP0093 AAFP0092 AAFP0091 AAFP0090 AAFP0089 AAFP0088 AAFP0104 AAFP0105 AAFP0108  ,,,X3,惯青,0.130,H21P0,J,H21P0J540003,E388EESDN05075,E388EESDN05076,,       F-(    1.4)-AAFP0131-(   1.96)-AAFP0127-(   2.56)-AAFP0126-(   3.84)-AAFP0110-(    4.6)-AAFP0109-(   5.86)-AAFP0102-(   6.26)-AAFP0093-(   6.54)-AAFP0092-(    8.4)-AAFP0091-(   9.76)-AAFP0090-(  10.55)-AAFP0089-(  11.51)-AAFP0088-(  11.71)-AAFP0104-(  12.91)-AAFP0105-(  13.35)-AAFP0108-(  14.65)-T       
1459,F-FD-177,FIRE,22,HLM2,AA,,SD-NWT(1 - 5 - 76),AA,,SD-NWT(1 - 5 - 77),/,12,1,12,AAFP0108,1.3,AAFS0052,1.4,A,A,H21S0,H21S0,AAFS0007,4.8,6.9,,0,C,,,ECA0,AZ,AA(11.66),H21P0(4.78) H21S0(6.88),AAFP0108 AAFP0105 AAFP0104 AAFP0088 AAFS0007 AAFS0006 AAFS0028 AAFS0051 AAFS0052  ,,,C4,惯青,0.130,H21P0,J,H21S0J540003,E388EESDN05076,E388EESDN05077,,       F-(    1.3)-AAFP0108-(   1.74)-AAFP0105-(   2.94)-AAFP0104-(   3.14)-AAFP0088-(   4.78)-AAFS0007-(   5.46)-AAFS0006-(   7.74)-AAFS0028-(  10.02)-AAFS0051-(  10.26)-AAFS0052-(  11.66)-T       
1460,F-FD-178,FIRE,22,HLM2,AA,,SD-NWT(1 - 5 - 77),AA,,CM-WM(1 - 5 - 78),/,6,1,6,AAFS0052,1.4,AAFS0050,3.4,A,A,H21S0,H21S0,AAFS0052,1.4,3.7,,0,C,,,ECA0,AZ,AA(5.14),H21S0(5.14),AAFS0052 AAFS0051 AAFS0050  ,,,X4,惯青,0.130,H21S0,J,H21S0J540003,E388EESDN05077,E388EEMCN05078,,       F-(    1.4)-AAFS0052-(   1.64)-AAFS0051-(   1.74)-AAFS0050-(   5.14)-T       
1461,F-FD-179,FIRE,22,HLFM2,AA,,CM-WM(1 - 5 - 78),AU,,FIRE DETECTION SYSTEM INTERFACE UNIT,/,32,1,32,AAFS0050,3.4,AUFP2209,2.4,A,A,H11P0,H11P0,AUFP024G,24.4,7.1,,0,C,,,ECA0,CL,AA(24.41) AU(7.11),H21S0(4.44) H21P0(19.97) H11P0(7.11),AAFS0050 AAFS0051 AAFS0052 AAFS0053 AAFS0054 AAFP0136 AAFP0137 AAFP0138 AAFP0132 AAFP0133 AAFP0134 AAFP0135 AAFP0139 AAFP0140 AAFP0141 AAFP0142 AAFP0122 AAFP0121 AAFP0120 AAFP0101 AAFP0190 AAFP1092 AUFP024G AUFP2208 AUFP2210 AUFP2209  ,,,C96,惯青,0.150,H21S0,J,H11P0J540003,E388EEMCN05078,E388AAFS101,,       F-(    3.4)-AAFS0050-(    3.5)-AAFS0051-(   3.74)-AAFS0052-(   4.24)-AAFS0053-(   4.44)-AAFS0054-(   5.16)-AAFP0136-(   7.66)-AAFP0137-(   8.82)-AAFP0138-(  10.99)-AAFP0132-(  11.31)-AAFP0133-(  13.24)-AAFP0134-(   13.7)-AAFP0135-(  15.56)-AAFP0139-(  15.86)-AAFP0140-(  16.12)-AAFP0141-(   16.6)-AAFP0142-(  17.14)-AAFP0122-(  18.02)-AAFP0121-(  19.27)-AAFP0120-(  19.93)-AAFP0101-(  21.08)-AAFP0190-(  23.36)-AAFP1092-(  24.41)-AUFP024G-(  26.91)-AUFP2208-(  28.12)-AUFP2210-(  29.12)-AUFP2209-(  31.52)-T       
1462,F-FD-201,FIRE,23,HLFM2,AU,,FIRE DETECTION SYSTEM INTERFACE UNIT,AU,,CM-WT(2 - 6 - 1),/,12,1,12,AUFP2209,2.4,AUFP2223,1.2,A,A,H11P0,H11P0,AUFP2209,2.4,8.8,,0,C,,,ECA0,CL,AU(11.16),H11P0(11.16),AUFP2209 AUFP2210 AUFP2208 AUFP2207 AUFP2206 AUFP0021 AUFP2223  ,,,X1,惯青,0.150,H11P0,J,H11P0J540003,E388AAFS101,E388EEMCW06001,,       F-(    2.4)-AUFP2209-(    3.4)-AUFP2210-(   4.61)-AUFP2208-(    5.8)-AUFP2207-(   6.36)-AUFP2206-(   8.06)-AUFP0021-(   9.96)-AUFP2223-(  11.16)-T       
1463,F-FD-202,FIRE,23,HLM2,AU,,CM-WT(2 - 6 - 1),AU,,SD-WT(2 - 6 - 2),/,8,1,8,AUFP2223,1.2,AUFP2198,1.4,A,A,H11P0,H11P0,AUFP2223,1.2,6.2,,0,C,,,ECA0,AZ,AU(7.44),H11P0(7.44),AUFP2223 AUFP0021 AUFP2206 AUFP2207 AUFP2198  ,,,X1,惯青,0.130,H11P0,J,H11P0J540003,E388EEMCW06001,E388EESDW06002,,       F-(    1.2)-AUFP2223-(    3.1)-AUFP0021-(    4.8)-AUFP2206-(   5.36)-AUFP2207-(   6.04)-AUFP2198-(   7.44)-T       
1464,F-FD-203,FIRE,23,HLM2,AU,,SD-WT(2 - 6 - 2),AU,,I.S BARR,/,19,1,19,AUFP2198,1.4,AUFP2151,2.1,A,A,H11P0,H11P0,AUFP2903,10.5,7.5,,0,C,,,ECA0,AZ,AU(18.05),H11P0(18.05),AUFP2198 AUFP2207 AUFP2206 AUFP2205 AUFP0016 AUFP2204 AUFP2196 AUFP2197 AUFP2154 AUFP2903 AUFP2334 AUFP2335 AUFP2148 AUFP2147 AUFP2146 AUFP2145 AUFP2151  ,,,C103,惯青,0.130,H11P0,J,H11P0J540003,E388EESDW06002,E388EEFFD203,,       F-(    1.4)-AUFP2198-(   2.08)-AUFP2207-(   2.64)-AUFP2206-(   3.41)-AUFP2205-(   3.59)-AUFP0016-(   3.88)-AUFP2204-(   4.47)-AUFP2196-(   5.49)-AUFP2197-(   7.03)-AUFP2154-(  10.53)-AUFP2903-(  13.33)-AUFP2334-(   13.9)-AUFP2335-(  14.48)-AUFP2148-(  14.78)-AUFP2147-(  15.22)-AUFP2146-(  15.52)-AUFP2145-(  15.95)-AUFP2151-(  18.05)-T       
1465,F-FD-208,FIRE,23,HLTTY1SI,AU,,I.S BARR,CM,,SD-IS-WT(2 - 7 - 8),/,80,1,80,AUFP4009,2.7,CMFS4022,2.1,U,O,D11P0,CM_AU,OUFP4701,37.8,41.3,,0,C,,,ECU0,AW,AU(7.17) OU(30.66) CM(41.26),H11P0(7.17) D11P0(30.66) G23A0(2.95) G12S0(1.55) G23A0(36.76),AUFP4009 AUFP4010 AUFP4011 AUFP4013 AUFP4002 AUFP4901 AUFP4901 OUFP4040 OUFP4051 OUFP4701 CMFP4054 CMFP461A CMFP4322 CMFP4051 CMFP4321 CMFP4047 CMFP4045 CMFP4043 CMFP4042 CMFS4021 CMFS4020 CMFS4019 CMFS4022  ,,,C13,惯青,0.155,,P,D11P0P54B103,E388EEFFD203,E388LLSDI07008,,       F-(    2.7)-AUFP4009-(   3.24)-AUFP4010-(   3.68)-AUFP4011-(   3.99)-AUFP4013-(   6.57)-AUFP4002-(   7.17)-AUFP4901-(   7.47)-OUFP4040-(  17.91)-OUFP4051-(  37.83)-OUFP4701-(  38.15)-CMFP4054-(   38.6)-CMFP461A-(  40.78)-CMFP4322-(  41.59)-CMFP4051-(  42.33)-CMFP4321-(   49.1)-CMFP4047-(  53.91)-CMFP4045-(  56.11)-CMFP4043-(  58.49)-CMFP4042-(  60.09)-CMFS4021-(  63.71)-CMFS4020-(  63.95)-CMFS4019-(  76.99)-CMFS4022-(  79.09)-T       
1466,F-FD-209,FIRE,23,HLTTY1SI,CM,,SD-IS-WT(2 - 7 - 8),CM,,SD-IS-WT(2 - 7 - 9),/,21,1,21,CMFS4022,2.1,CMFS4018,2.5,U,O,G23A0,CM,CMFS4022,2.1,18.1,,0,C,,,ECU0,AW,CM(20.24),G23A0(20.24),CMFS4022 CMFS4019 CMFS4018  ,,,X6,惯青,0.155,,P,G23A0P54B103,E388LLSDI07008,E388LLSDI07009,,       F-(    2.1)-CMFS4022-(  15.14)-CMFS4019-(  17.74)-CMFS4018-(  20.24)-T       
1467,F-FD-210,FIRE,23,HLTTY1SI,CM,,SD-IS-WT(2 - 7 - 9),CM,,CM-IS-WT(2 - 7 - 10),/,24,1,24,CMFS4018,2.5,CMFS4010,1.8,U,O,G22A0,CM,CMFS4008,21.7,1.9,,0,C,,,ECU0,AW,CM(23.57),G23A0(21.31) G22A0(2.26),CMFS4018 CMFS4019 CMFS4020 CMFS4017 CMFS4015 CMFS4014 CMFS4110 CMFS4008 CMFS4010  ,,,X5,惯青,0.155,,P,G22A0P54B103,E388LLSDI07009,E388LLMCI07010,,       F-(    2.5)-CMFS4018-(    5.1)-CMFS4019-(   5.34)-CMFS4020-(   9.68)-CMFS4017-(   18.7)-CMFS4015-(  19.14)-CMFS4014-(  21.31)-CMFS4110-(  21.71)-CMFS4008-(  21.77)-CMFS4010-(  23.57)-T       
1468,F-FD-211,FIRE,23,HLTTY1SI,CM,,CM-IS-WT(2 - 7 - 10),CM,,SD-IS-WT(2 - 7 - 11),/,43,1,43,CMFS4010,1.8,CMFP4046,2.2,U,O,G22A0,CM,CMFS4010,1.8,40.4,,0,C,,,ECU0,AW,CM(42.17),G22A0(2.26) G23A0(39.91),CMFS4010 CMFS4008 CMFS4110 CMFS4014 CMFS4015 CMFS4017 CMFS4020 CMFS4021 CMFP4042 CMFP4043 CMFP4045 CMFP4047 CMFP4046  ,,,X5,惯青,0.155,,P,G22A0P54B103,E388LLMCI07010,E388LLSDI07011,,       F-(    1.8)-CMFS4010-(   1.86)-CMFS4008-(   2.26)-CMFS4110-(   4.43)-CMFS4014-(   4.87)-CMFS4015-(  13.89)-CMFS4017-(  18.23)-CMFS4020-(  21.85)-CMFS4021-(  23.45)-CMFP4042-(  25.83)-CMFP4043-(  28.03)-CMFP4045-(  32.84)-CMFP4047-(  39.97)-CMFP4046-(  42.17)-T       
1469,F-FD-212,FIRE,23,HLTTY1SI,CM,,SD-IS-WT(2 - 7 - 11),CM,,SD-IS-WT(2 - 7 - 12),/,22,1,22,CMFP4046,2.2,CMFP4040,2.3,U,O,G23A0,CM,CMFP4046,2.2,19.4,,0,C,,,ECU0,AW,CM(21.63),G23A0(21.63),CMFP4046 CMFP4047 CMFP4045 CMFP4044 CMFP4041 CMFP4040  ,,,X6,惯青,0.155,,P,G23A0P54B103,E388LLSDI07011,E388LLSDI07012,,       F-(    2.2)-CMFP4046-(   9.33)-CMFP4047-(  14.14)-CMFP4045-(  15.07)-CMFP4044-(   17.5)-CMFP4041-(  19.33)-CMFP4040-(  21.63)-T       
1470,F-FD-213,FIRE,23,HLTTY1SI,CM,,SD-IS-WT(2 - 7 - 12),CM,,CM-IS-WT(2 - 7 - 13),/,20,1,20,CMFP4040,2.3,CMFP4032,1.4,U,O,G22A0,CM,CMFP4032,18.3,1.4,,0,C,,,ECU0,AW,CM(19.74),G23A0(18.24) G22A0(1.5),CMFP4040 CMFP4041 CMFP4044 CMFP4036 CMFP4130 CMFP4032  ,,,X5,惯青,0.155,,P,G22A0P54B103,E388LLSDI07012,E388LLMCI07013,,       F-(    2.3)-CMFP4040-(   4.13)-CMFP4041-(   6.56)-CMFP4044-(  17.24)-CMFP4036-(  18.24)-CMFP4130-(  18.34)-CMFP4032-(  19.74)-T       
1471,F-FD-218,FIRE,23,HLM2,AU,,I.S BARR,BS,,CM-WT(2 - 8 - 18),/,198,1,198,AUFP2151,2.1,BSFP0035,1.4,U,O,D11P0,BS_AU,OUFP0701,41.3,156.7,,0,C,,,ECU0,BE,AU(10.68) OU(30.57) CM(14.51) OU(135.33) BS(6.85),H11P0(10.68) D11P0(30.57) G23A0(14.51) D11P0(135.33) F41P0(4.4) F91A0(2.45),AUFP2151 AUFP2145 AUFP2146 AUFP2147 AUFP2148 AUFP2335 AUFP2334 AUFP2903 AUFP2153 AUFP2901 AUFP2901 OUFP0040 OUFP0051 OUFP0701 CMFP2109 CMFP2007 OUFP0901 OUFP0903 OUFP0914 OUFP0905 OUFP0907 OUFP001B BSFP0037 BSFP0036 BSFP0031 BSFP0032 BSFP033B BSFP0033 BSFP0034 BSFP0035  ,,,C10,惯青,0.130,,P,D11P0P54B103,E388EEFFD203,E388IIMCW08018,,       F-(    2.1)-AUFP2151-(   2.53)-AUFP2145-(   2.83)-AUFP2146-(   3.27)-AUFP2147-(   3.57)-AUFP2148-(   4.15)-AUFP2335-(   4.72)-AUFP2334-(   7.52)-AUFP2903-(  10.62)-AUFP2153-(  10.68)-AUFP2901-(  10.98)-OUFP0040-(  21.47)-OUFP0051-(  41.25)-OUFP0701-(  41.28)-CMFP2109-(  45.53)-CMFP2007-(  55.76)-OUFP0901-(  63.47)-OUFP0903-(  75.36)-OUFP0914-( 105.25)-OUFP0905-( 146.57)-OUFP0907-( 191.09)-OUFP001B-( 192.09)-BSFP0037-( 193.19)-BSFP0036-( 194.83)-BSFP0031-( 195.21)-BSFP0032-( 195.49)-BSFP033B-( 195.98)-BSFP0033-( 196.32)-BSFP0034-( 196.54)-BSFP0035-( 197.94)-T       
1472,F-FD-219,FIRE,23,HLM2,BS,,CM-WT(2 - 8 - 18),BS,,SD-WT(2 - 8 - 19),/,8,1,8,BSFP0035,1.4,BSFP0030,1.3,E,O,F91A0,BS,BSFP0035,1.4,6.6,,0,C,,,ECE0,BL,BS(7.98),F91A0(2.45) F41P0(5.53),BSFP0035 BSFP0034 BSFP0033 BSFP033B BSFP0032 BSFP0031 BSFP0029 BSFP0030  ,,,X35,惯青,0.130,F41P3,L,F91A0L540003,E388IIMCW08018,E388IISDW08019,,       F-(    1.4)-BSFP0035-(   1.62)-BSFP0034-(   1.96)-BSFP0033-(   2.45)-BSFP033B-(   2.73)-BSFP0032-(   3.11)-BSFP0031-(   5.82)-BSFP0029-(   6.68)-BSFP0030-(   7.98)-T       
1473,F-FD-220,FIRE,23,HLM2,BS,,SD-WT(2 - 8 - 19),BS,,SD-WT(2 - 8 - 20),/,15,1,15,BSFP0030,1.3,BSFS0002,1.3,E,O,F41P0,BS,BSJBJ003,8.8,6.2,,0,C,,,ECE0,BL,BS(14.96),F41P0(8.77) F41S0(6.19),BSFP0030 BSFP0029 BSFP0027 BSJBJ003 BSFS0007 BSFS0006 BSFS0003 BSFS0002  ,,,C5,惯青,0.130,,P,F41P0P54B103,E388IISDW08019,E388IISDW08020,,       F-(    1.3)-BSFP0030-(   2.16)-BSFP0029-(   5.77)-BSFP0027-(   8.77)-BSJBJ003-(   8.97)-BSFS0007-(  11.93)-BSFS0006-(  12.74)-BSFS0003-(  13.66)-BSFS0002-(  14.96)-T       
1474,F-FD-221,FIRE,23,HLM2,BS,,SD-WT(2 - 8 - 20),BS,,SD-WT(2 - 8 - 21),/,15,1,15,BSFS0002,1.3,BSFS0014,1.4,E,O,F41S0,BS,BSFS0002,1.3,13.6,,0,C,,,ECE0,BL,BS(14.86),F41S0(14.86),BSFS0002 BSFS0003 BSFS0006 BSFS0007 BSFS0009 BSFS0015 BSFS0014  ,,,X34,惯青,0.130,,P,F41S0P54B103,E388IISDW08020,E388IISDW08021,,       F-(    1.3)-BSFS0002-(   2.22)-BSFS0003-(   3.03)-BSFS0006-(   5.99)-BSFS0007-(   9.34)-BSFS0009-(  12.54)-BSFS0015-(  13.46)-BSFS0014-(  14.86)-T       
1475,F-FD-222,FIRE,23,HLM2,BS,,SD-WT(2 - 8 - 21),BS,,G-JB-BS,/,14,1,14,BSFS0014,1.4,BSFS0018,1.4,E,O,F41S0,BS,BSFS0014,1.4,12.3,,0,C,,,ECE0,BL,BS(13.73),F41S0(7.42) F41P0(3.4) F41S0(2.91),BSFS0014 BSFS0015 BSFS0017 BSFS0016 BSJBJ005 BSFP0036 BSFP0037 BSFP0041 BSFP0040 BSJBJ006 BSFS0020 BSFS0018  ,,,X34,惯青,0.130,,P,F41S0P54B103,E388IISDW08021,E412DDGJBBS,,       F-(    1.4)-BSFS0014-(   2.32)-BSFS0015-(   4.19)-BSFS0017-(   6.87)-BSFS0016-(   7.42)-BSJBJ005-(   7.98)-BSFP0036-(   9.08)-BSFP0037-(   9.82)-BSFP0041-(  10.38)-BSFP0040-(  10.82)-BSJBJ006-(  11.23)-BSFS0020-(  12.33)-BSFS0018-(  13.73)-T       
1476,F-FD-229,FIRE,23,HLM2,BS,,G-JB-BS,AU,,SD-WT(2 - 6 - 29),/,198,1,198,BSFS0018,1.4,AUFP2167,1.5,U,O,D11P0,BS_AU,OUFP001B,5.7,191.4,,0,C,,,ECU0,BE,BS(5.65) OU(135.33) CM(14.51) OU(30.57) AU(11.02),F41S0(2.91) F41P0(2.74) D11P0(135.33) G23A0(14.51) D11P0(30.57) H11P0(11.02),BSFS0018 BSFS0020 BSJBJ006 BSFP0040 BSFP0041 BSFP0037 OUFP001B OUFP0907 OUFP0905 OUFP0914 OUFP0903 OUFP0901 CMFP2007 CMFP2109 OUFP0701 OUFP0051 OUFP0040 AUFP2901 AUFP2901 AUFP2153 AUFP2903 AUFP2154 AUFP2171 AUFP2170 AUFP2169 AUFP2168 AUFP2167  ,,,C8,惯青,0.130,,P,D11P0P54B103,E412DDGJBBS,E388EESDW06029,,       F-(    1.4)-BSFS0018-(    2.5)-BSFS0020-(   2.91)-BSJBJ006-(   3.35)-BSFP0040-(   3.91)-BSFP0041-(   4.65)-BSFP0037-(   5.65)-OUFP001B-(  50.17)-OUFP0907-(  91.49)-OUFP0905-( 121.38)-OUFP0914-( 133.27)-OUFP0903-( 140.98)-OUFP0901-( 151.21)-CMFP2007-( 155.46)-CMFP2109-( 155.49)-OUFP0701-( 175.27)-OUFP0051-( 185.76)-OUFP0040-( 186.06)-AUFP2901-( 186.12)-AUFP2153-( 189.22)-AUFP2903-( 192.72)-AUFP2154-( 194.72)-AUFP2171-( 194.88)-AUFP2170-( 195.44)-AUFP2169-(  195.5)-AUFP2168-( 195.58)-AUFP2167-( 197.08)-T       
