순번,Circuit,WD 종류,WD Page,Cable Type,From Deck,From Room,From Equipment,To Deck,To Room,To Equipment,Main-SubSystem,길이,가닥수,총길이,From Node,From Length,To Node,To Length,POR Area,SET Area,SET Deck,SET Block,SET Node,S-From Length,S-ToLength,잉여POR,잉여전용량,Cut_div,GroupCircuit,CASING사급,Drum Ser,Drum Seq,Deck PATH,Block PATH,Node PATH,RMK1,RMK2,CUT_NOD,POR_DIV,단위중량,Upper_blk,Stage,DP,From장비Tag,To장비Tag,CheckNode,길이Node,checked,memo,memodate,update_at,setb,setnode_f,setnode_t,list_node,list_BlockPATH,reverse
1554,C-WH-8,NAVI,49,HLM2,WH,,BCC TB,AN,,MORSEKEY  (YARD SUPPLY),/,23,1,23,ACFS025H,2.5,ANFP2045,2,A,H23P0,H23P0,H23P0,ACFS025H,2.5,19.6,,0,C,,,ECA0,AU,AC(19.04) AN(3.04),H23P0(14.35) H23S0(1.75) H52S0(.92) H23S0(2.02) H52S0(3.04),ACFS025H ACFS2027 ACFS2026 ACFS2025 ACFS2024 ACFS2023 ACFS2022 ACFS2021 ACFS2020 ACFS2019 ACFS2018 ACFS2017 ACFS2016 ACFS2015 ACFS2014 ACFS2013 ACFS2012 ACFS2011 ACFS2063 ACFS2062 ACFS025G ANFP2046 ANFP2044 ANFP2043 ANFP2045  ,,,C86,수정,0.130,,J,H23P0J540003,E409AABCC,E72008CWH8,,       F-(    2.5)-ACFS025H-(   3.15)-ACFS2027-(   3.26)-ACFS2026-(   3.74)-ACFS2025-(   3.88)-ACFS2024-(   4.52)-ACFS2023-(   5.31)-ACFS2022-(   6.19)-ACFS2021-(   6.49)-ACFS2020-(   6.81)-ACFS2019-(   7.09)-ACFS2018-(   8.57)-ACFS2017-(   9.53)-ACFS2016-(  10.24)-ACFS2015-(   11.8)-ACFS2014-(  11.84)-ACFS2013-(  13.62)-ACFS2012-(  14.35)-ACFS2011-(   16.1)-ACFS2063-(  17.02)-ACFS2062-(  19.04)-ACFS025G-(  19.19)-ANFP2046-(   19.3)-ANFP2044-(   19.7)-ANFP2043-(  20.08)-ANFP2045-(  22.08)-T       ,,,,,,,,,,
1555,C-WH-9,NAVI,49,HLM2,WH,,BCC TB,AN,,WHISTLE PUSH BUTTON (PB-7311),/,25,1,25,ACFS025H,2.5,ANFP2033,2,A,H23P0,H23P0,H23P0,ACFS025H,2.5,21.5,,0,C,,,ECA0,AU,AC(20.67) AN(3.34),H23P0(18) H52P0(.08) H23P0(2.59) H52P0(3.34),ACFS025H ACFS2027 ACFP2176 ACFP2177 ACFP2178 ACFP2179 ACFP0010 ACFP2183 ACFP2182 ACFP2181 ACFP2169 ACFP2170 ACFP2171 ACFP2172 ACFP2173 ACFP2174 ACFP2175 ACFP2048 ACFP2049 ACFP025E ANFP2026 ANFP2027 ANFP2028 ANFP2033  ,,,C86,수정,0.130,,J,H23P0J540003,E409AABCC,E371DDWHWPPB,,       F-(    2.5)-ACFS025H-(   3.15)-ACFS2027-(   4.31)-ACFP2176-(   4.79)-ACFP2177-(   5.15)-ACFP2178-(   5.85)-ACFP2179-(    6.7)-ACFP0010-(    7.9)-ACFP2183-(   7.99)-ACFP2182-(   8.52)-ACFP2181-(   9.38)-ACFP2169-(   9.97)-ACFP2170-(   11.3)-ACFP2171-(  11.41)-ACFP2172-(  12.27)-ACFP2173-(  13.79)-ACFP2174-(  16.19)-ACFP2175-(     18)-ACFP2048-(  18.08)-ACFP2049-(  20.67)-ACFP025E-(  20.81)-ANFP2026-(  21.29)-ANFP2027-(  21.61)-ANFP2028-(  22.01)-ANFP2033-(  24.01)-T       ,,,,,,,,,,
1556,C-WW-1,NAVI,19,HLMS12,WH,,WINDOW WIPER  SUB CONTROL BOX 1,WH,,WINDOW WIPER MOTOR(1),/,15,1,15,ACFS025H,2.5,ANFP027B,2.4,A,H23P0,H23P0,H23P0,ACFS025H,2.5,11.7,,0,C,,,ECA0,AW,AC(8.13) AN(6.11),H23P0(8.13) H24A0(6.11),ACFS025H ACFS2027 ACFP2176 ACFP2177 ACFP2178 ACFP2163 ACFP027A ANFP2009 ANFP2012 ANFP2013 ANFP2011 ANFP027B  ,,,C86,수정,0.420,,J,H23P0J540003,E409AABCC,A83701WW1,,       F-(    2.5)-ACFS025H-(   3.15)-ACFS2027-(   4.31)-ACFP2176-(   4.79)-ACFP2177-(   5.15)-ACFP2178-(   7.72)-ACFP2163-(   8.13)-ACFP027A-(   8.41)-ANFP2009-(   9.03)-ANFP2012-(   9.06)-ANFP2013-(  10.48)-ANFP2011-(  11.84)-ANFP027B-(  14.24)-T       ,,,,,,,,,,
1557,C-WW-2,NAVI,19,HLMS12,WH,,WINDOW WIPER  SUB CONTROL BOX 2,WH,,WINDOW WIPER MOTOR(2),/,14,1,14,ACFS025H,2.5,ANFP2011,2.6,A,H23P0,H23P0,H23P0,ACFS025H,2.5,10.6,,0,C,,,ECA0,AW,AC(8.13) AN(4.95),H23P0(8.13) H24A0(4.95),ACFS025H ACFS2027 ACFP2176 ACFP2177 ACFP2178 ACFP2163 ACFP027A ANFP2009 ANFP2012 ANFP2013 ANFP2011  ,,,C86,수정,0.420,,J,H23P0J540003,E409AABCC,A83701WW2,,       F-(    2.5)-ACFS025H-(   3.15)-ACFS2027-(   4.31)-ACFP2176-(   4.79)-ACFP2177-(   5.15)-ACFP2178-(   7.72)-ACFP2163-(   8.13)-ACFP027A-(   8.41)-ANFP2009-(   9.03)-ANFP2012-(   9.06)-ANFP2013-(  10.48)-ANFP2011-(  13.08)-T       ,,,,,,,,,,
1558,C-WW-3,NAVI,19,HLMS12,WH,,WINDOW WIPER  SUB CONTROL BOX 1,WH,,WINDOW WIPER MOTOR(3),/,12,1,12,ACFS025H,2.5,ANFP2012,2.6,A,H23P0,H23P0,H23P0,ACFS025H,2.5,9.1,,0,C,,,ECA0,AW,AC(8.13) AN(3.5),H23P0(8.13) H24A0(3.5),ACFS025H ACFS2027 ACFP2176 ACFP2177 ACFP2178 ACFP2163 ACFP027A ANFP2009 ANFP2012  ,,,C86,수정,0.420,,J,H23P0J540003,E409AABCC,A83701WW3,,       F-(    2.5)-ACFS025H-(   3.15)-ACFS2027-(   4.31)-ACFP2176-(   4.79)-ACFP2177-(   5.15)-ACFP2178-(   7.72)-ACFP2163-(   8.13)-ACFP027A-(   8.41)-ANFP2009-(   9.03)-ANFP2012-(  11.63)-T       ,,,,,,,,,,
1559,C-WW-4,NAVI,19,HLMS12,WH,,WINDOW WIPER  SUB CONTROL BOX 2,WH,,WINDOW WIPER MOTOR(4),/,12,1,12,ACFS025H,2.5,ANFP028F,2.5,A,H23P0,H23P0,H23P0,ACFS025H,2.5,8.8,,0,C,,,ECA0,AW,AC(6.62) AN(4.71),H23P0(6.17) H23S0(.45) H24A0(4.71),ACFS025H ACFS2027 ACFS2026 ACFS2025 ACFS2024 ACFS2010 ACFS2006 ACFS027A ANFP2006 ANFP2005 ANFP2002 ANFP2003 ANFP2303 ANFP028F  ,,,C86,수정,0.420,,J,H23P0J540003,E409AABCC,A83701WW4,,       F-(    2.5)-ACFS025H-(   3.15)-ACFS2027-(   3.26)-ACFS2026-(   3.74)-ACFS2025-(   3.88)-ACFS2024-(   4.87)-ACFS2010-(   6.17)-ACFS2006-(   6.62)-ACFS027A-(   6.94)-ANFP2006-(   7.02)-ANFP2005-(   7.67)-ANFP2002-(   8.05)-ANFP2003-(   8.47)-ANFP2303-(   8.83)-ANFP028F-(  11.33)-T       ,,,,,,,,,,
1560,C-WW-5,NAVI,19,HLMS12,WH,,WINDOW WIPER  SUB CONTROL BOX 1,WH,,WINDOW WIPER MOTOR(5),/,12,1,12,ACFS025H,2.5,ANFP2010,4,A,H23P0,H23P0,H23P0,ACFS025H,2.5,8.7,,0,C,,,ECA0,AW,AC(6.62) AN(4.6),H23P0(6.17) H23S0(.45) H24A0(4.6),ACFS025H ACFS2027 ACFS2026 ACFS2025 ACFS2024 ACFS2010 ACFS2006 ACFS027A ANFP2006 ANFP2005 ANFP2010  ,,,C86,수정,0.420,,J,H23P0J540003,E409AABCC,A83701WW5,,       F-(    2.5)-ACFS025H-(   3.15)-ACFS2027-(   3.26)-ACFS2026-(   3.74)-ACFS2025-(   3.88)-ACFS2024-(   4.87)-ACFS2010-(   6.17)-ACFS2006-(   6.62)-ACFS027A-(   6.94)-ANFP2006-(   7.02)-ANFP2005-(   7.22)-ANFP2010-(  11.22)-T       ,,,,,,,,,,
1561,C-WW-6,NAVI,19,HLMS12,WH,,WINDOW WIPER  SUB CONTROL BOX 2,WH,,WINDOW WIPER MOTOR(6),/,13,1,13,ACFS025H,2.5,ANFP2001,2.4,A,H23P0,H23P0,H23P0,ACFS025H,2.5,10.2,,0,C,,,ECA0,AW,AC(9.71) AN(2.99),H23P0(6.81) H23S0(2.9) H24A0(2.99),ACFS025H ACFS2027 ACFS2026 ACFS2025 ACFS2024 ACFS2023 ACFS2022 ACFS2021 ACFS2020 ACFS2019 ACFS027B ANFP2001  ,,,C86,수정,0.420,,J,H23P0J540003,E409AABCC,A83701WW6,,       F-(    2.5)-ACFS025H-(   3.15)-ACFS2027-(   3.26)-ACFS2026-(   3.74)-ACFS2025-(   3.88)-ACFS2024-(   4.52)-ACFS2023-(   5.31)-ACFS2022-(   6.19)-ACFS2021-(   6.49)-ACFS2020-(   6.81)-ACFS2019-(   9.71)-ACFS027B-(   10.3)-ANFP2001-(   12.7)-T       ,,,,,,,,,,
1562,C-WW-7,NAVI,19,HLMS12,WH,,WINDOW WIPER  SUB CONTROL BOX 1,WH,,WINDOW WIPER MOTOR(7),/,15,1,15,ACFS025H,2.5,ANFP026E,2.2,A,H23P0,H23P0,H23P0,ACFS025H,2.5,11.8,,0,C,,,ECA0,AW,AC(9.71) AN(4.63),H23P0(6.81) H23S0(2.9) H24A0(4.63),ACFS025H ACFS2027 ACFS2026 ACFS2025 ACFS2024 ACFS2023 ACFS2022 ACFS2021 ACFS2020 ACFS2019 ACFS027B ANFP2001 ANFP026E  ,,,C86,수정,0.420,,J,H23P0J540003,E409AABCC,A83701WW7,,       F-(    2.5)-ACFS025H-(   3.15)-ACFS2027-(   3.26)-ACFS2026-(   3.74)-ACFS2025-(   3.88)-ACFS2024-(   4.52)-ACFS2023-(   5.31)-ACFS2022-(   6.19)-ACFS2021-(   6.49)-ACFS2020-(   6.81)-ACFS2019-(   9.71)-ACFS027B-(   10.3)-ANFP2001-(  12.14)-ANFP026E-(  14.34)-T       ,,,,,,,,,,
1563,F-CO-1,FIRE,43,HLM2,EC,,CO2 RELEASE ALARM SYSTEM RELAY BOX,EC,,CO2 RELEASE ALARM SYSTEM CONTROL BOX,/,7,1,7,ECAS0039,1.3,ECAS0062,2.2,E,M32S0,M32S0,M32S0,ECAS0039,1.3,5.5,,0,C,,CASING사급,ECEE,AF,EC(6.78),M32S0(6.78),ECAS0039 ECAS0057 ECAS0058 ECAS0060 ECAS0059 ECAS0082 ECAS0063 ECAS0062  ,=22190/45191,=21911/2674,X3,발행,0.130,,L,M32S0L540003,B011MMRYBX,B011MMCO1,,       F-(    1.3)-ECAS0039-(   2.82)-ECAS0057-(   3.26)-ECAS0058-(   3.44)-ECAS0060-(   3.84)-ECAS0059-(   4.05)-ECAS0082-(   4.56)-ECAS0063-(   4.58)-ECAS0062-(   6.78)-T       ,,,,,,,,,,
1564,F-CO-10,FIRE,43,HLM2,EC,,CO2 RELEASE ALARM SYSTEM RELAY BOX,EC,,PRESSURE SWITCH,/,6,1,6,ECAS0039,1.3,ECAS0061,1.6,E,M32S0,M32S0,M32S0,ECAS0039,1.3,4.2,,0,C,,CASING사급,ECEE,AF,EC(5.54),M32S0(5.54),ECAS0039 ECAS0057 ECAS0058 ECAS0060 ECAS0061  ,=22190/45191,,X3,발행,0.130,,L,M32S0L540003,B011MMRYBX,B011MMCO10,,       F-(    1.3)-ECAS0039-(   2.82)-ECAS0057-(   3.26)-ECAS0058-(   3.44)-ECAS0060-(   3.94)-ECAS0061-(   5.54)-T       ,,,,,,,,,,
1565,F-CO-11,FIRE,44,HLFM4,EC,,CO2 RELEASE ALARM SYSTEM RELAY BOX,EG,,EMCY SWITCHBOARD,/,42,1,42,ECAS0039,1.3,ECAP015C,2.6,E,M31A0,M31A0,M31A0,ECAS0158,13.9,28,,0,C,,CASING사급,ECEE,AM,EC(41.85),M32S0(13.86) M31A0(18.73) M32P0(9.26),ECAS0039 ECAS0040 ECAS0037 ECAS0038 ECAS0056 ECAS0078 ECAS0079 ECAS0115 ECAS0116 ECAS0117 ECAS0118 ECAS0119 ECAS0158 ECAS0101 ECAS0086 ECAS0087 ECAS0088 ECAS0089 ECAS0090 ECAS0091 ECAS0092 ECAP0246 ECAP0247 ECAP0248 ECAP0249 ECAP0250 ECAP0251 ECAP0233 ECAP0221 ECAP0220 ECAP0294 ECAP0201 ECAP0016 ECAP0007 ECAP0017 ECAP0009 ECAP0194 ECAP015C  ,=22190/45191,=22190/68581,C23,발행,0.200,,L,M31A0L540003,B011MMRYBX,E51601EG,,       F-(    1.3)-ECAS0039-(   1.82)-ECAS0040-(   4.11)-ECAS0037-(   4.47)-ECAS0038-(   5.91)-ECAS0056-(   7.31)-ECAS0078-(   7.39)-ECAS0079-(  10.12)-ECAS0115-(   10.2)-ECAS0116-(  11.18)-ECAS0117-(  11.29)-ECAS0118-(  12.13)-ECAS0119-(  13.86)-ECAS0158-(  15.91)-ECAS0101-(  17.21)-ECAS0086-(  18.45)-ECAS0087-(  18.57)-ECAS0088-(  18.93)-ECAS0089-(  19.99)-ECAS0090-(  20.12)-ECAS0091-(  21.23)-ECAS0092-(  22.16)-ECAP0246-(  23.04)-ECAP0247-(  24.16)-ECAP0248-(  24.31)-ECAP0249-(  24.67)-ECAP0250-(  24.79)-ECAP0251-(  26.97)-ECAP0233-(   30.6)-ECAP0221-(   32.1)-ECAP0220-(  32.59)-ECAP0294-(  34.17)-ECAP0201-(  35.37)-ECAP0016-(  35.95)-ECAP0007-(  36.43)-ECAP0017-(  36.93)-ECAP0009-(  37.73)-ECAP0194-(  39.25)-ECAP015C-(  41.85)-T       ,,,,,,,,,,
1566,F-CO-12,FIRE,42,HLM4,EC,,CO2 RELEASE ALARM SYSTEM RELAY BOX,E2,,MAIN SWITCHBOARD (SYNCHRO PANEL),/,52,1,52,ECAS0039,1.3,E3AP015P,1.6,E,E42P0,E42P0,E42P0,E3AP016B,35.2,16.6,,0,C,,,ECEF,BN,EC(2.73) E2(32.51) E3(16.6),M32S0(2.73) E52S0(13.8) E52P0(18.71) E42P0(16.6),ECAS0039 ECAS0040 E2AS014B E2AS2295 E2AS2200 E2AS2191 E2AS2176 E2AS2175 E2AS2172 E2JBJ021 E2AP2017 E2AP2283 E2AP2010 E2AP2016 E2AP2303 E2AP2302 E2AP2301 E2AP2300 E2AP2299 E2AP2298 E3AP016B E3AP2260 E3AP2261 E3AP2005 E3AP2247 E3AP2002 E3AP2003 E3AP2241 E3AP2242 E3AP2243 E3AP2255 E3AP015P  ,=22190/45191,,C84,수정,0.180,E52P0,J,E42P0J540003,B011MMRYBX,E51401SYN,,       F-(    1.3)-ECAS0039-(   1.82)-ECAS0040-(   2.73)-E2AS014B-(    3.2)-E2AS2295-(    5.9)-E2AS2200-(  11.99)-E2AS2191-(  12.37)-E2AS2176-(  13.31)-E2AS2175-(  14.36)-E2AS2172-(  16.53)-E2JBJ021-(  20.28)-E2AP2017-(  22.23)-E2AP2283-(  25.45)-E2AP2010-(  28.56)-E2AP2016-(  31.84)-E2AP2303-(  31.86)-E2AP2302-(  32.43)-E2AP2301-(  32.45)-E2AP2300-(  33.81)-E2AP2299-(  34.31)-E2AP2298-(  35.24)-E3AP016B-(   35.9)-E3AP2260-(  36.51)-E3AP2261-(  37.59)-E3AP2005-(  40.66)-E3AP2247-(  42.08)-E3AP2002-(  42.47)-E3AP2003-(  45.02)-E3AP2241-(  45.48)-E3AP2242-(  46.04)-E3AP2243-(  48.64)-E3AP2255-(  50.24)-E3AP015P-(  51.84)-T       ,,,,,,,,,,
1567,F-CO-13,FIRE,44,HLM12,EC,,CO2 RELEASE ALARM SYSTEM RELAY BOX,E2,,ENGINE CONTROL CONSOLE,/,48,1,48,ECAS0039,1.3,E3AP016G,2.6,E,E42P0,E42P0,E42P0,E3AP016B,35.2,12.7,,0,C,,,ECEF,AN,EC(2.73) E2(32.51) E3(12.67),M32S0(2.73) E52S0(13.8) E52P0(18.71) E42P0(12.67),ECAS0039 ECAS0040 E2AS014B E2AS2295 E2AS2200 E2AS2191 E2AS2176 E2AS2175 E2AS2172 E2JBJ021 E2AP2017 E2AP2283 E2AP2010 E2AP2016 E2AP2303 E2AP2302 E2AP2301 E2AP2300 E2AP2299 E2AP2298 E3AP016B E3AP2260 E3AP2261 E3AP2005 E3AP2247 E3AP2002 E3AP2003 E3AP2004 E3AP016G  ,=22190/45191,,C84,수정,0.420,E52P0,J,E42P0J540003,B011MMRYBX,E419AAECC,,       F-(    1.3)-ECAS0039-(   1.82)-ECAS0040-(   2.73)-E2AS014B-(    3.2)-E2AS2295-(    5.9)-E2AS2200-(  11.99)-E2AS2191-(  12.37)-E2AS2176-(  13.31)-E2AS2175-(  14.36)-E2AS2172-(  16.53)-E2JBJ021-(  20.28)-E2AP2017-(  22.23)-E2AP2283-(  25.45)-E2AP2010-(  28.56)-E2AP2016-(  31.84)-E2AP2303-(  31.86)-E2AP2302-(  32.43)-E2AP2301-(  32.45)-E2AP2300-(  33.81)-E2AP2299-(  34.31)-E2AP2298-(  35.24)-E3AP016B-(   35.9)-E3AP2260-(  36.51)-E3AP2261-(  37.59)-E3AP2005-(  40.66)-E3AP2247-(  42.08)-E3AP2002-(  42.47)-E3AP2003-(  43.19)-E3AP2004-(  45.31)-E3AP016G-(  47.91)-T       ,,,,,,,,,,
1568,F-CO-13A,FIRE,44,HD2,E2,,ENGINE CONTROL CONSOLE,E2,,ES-CO2-W/L,/,20,1,20,E3AP016G,2.6,E2AP2264,1.8,E,E42P0,E42P0,E42P0,E3AP016G,2.6,17.3,,0,C,,,ECEF,AK,E3(15.03) E2(4.91),E42P0(15.03) E52P0(4.91),E3AP016G E3AP2004 E3AP2003 E3AP2241 E3AP2240 E3AP2239 E3AP2238 E3AP2237 E3AP2236 E3AP2210 E3AP2209 E3AP2208 E3AP2207 E3AP019A E2AP2253 E2AP2264  ,,,C88,수정,0.240,E42P0,J,E42P0J540003,E419AAECC,E403MMCO13A,,       F-(    2.6)-E3AP016G-(   4.72)-E3AP2004-(   5.44)-E3AP2003-(   7.99)-E3AP2241-(   8.29)-E3AP2240-(   9.15)-E3AP2239-(   9.35)-E3AP2238-(   9.95)-E3AP2237-(  10.61)-E3AP2236-(  11.19)-E3AP2210-(  11.55)-E3AP2209-(  12.41)-E3AP2208-(  14.61)-E3AP2207-(  15.03)-E3AP019A-(  16.18)-E2AP2253-(  18.14)-E2AP2264-(  19.94)-T       ,,,,,,,,,,
1569,F-CO-14,FIRE,44,HD2,EC,,CO2 RELEASE ALARM SYSTEM RELAY BOX,AU,,F-JB-CSBD,/,49,1,49,ECAS0039,1.3,AUFP2157,2,E,E51P0,E51P0,E51P0,E2FP225A,45.4,3,,0,C,,,ECEF,AT,EC(2.73) E2(42.62) AU(3.04),M32S0(2.73) E52S0(13.8) E52P0(7.09) E51P0(21.73) H11P0(3.04),ECAS0039 ECAS0040 E2AS014B E2AS2295 E2AS2200 E2AS2191 E2AS2176 E2AS2175 E2AS2172 E2JBJ021 E2AP2017 E2AP1020 E2JBJ011 E2FP2162 E2FP2161 E2FP2160 E2FP2007 E2FP2006 E2FP2144 E2FP2005 E2FP2004 E2FP2129 E2FP2130 E2FP2131 E2FP2127 E2FP2128 E2FP2003 E2FP0006 E2FP0007 E2FP2114 E2FP2113 E2FP2112 E2FP2085 E2FP225A E2FP225A AUFP2153 AUFP2155 AUFP2156 AUFP2157  ,=22190/45191,=21678/423735,C39,수정,0.240,E51P0,J,E51P0J540003,B011MMRYBX,E412BBFJBCSBD,,       F-(    1.3)-ECAS0039-(   1.82)-ECAS0040-(   2.73)-E2AS014B-(    3.2)-E2AS2295-(    5.9)-E2AS2200-(  11.99)-E2AS2191-(  12.37)-E2AS2176-(  13.31)-E2AS2175-(  14.36)-E2AS2172-(  16.53)-E2JBJ021-(  20.28)-E2AP2017-(   23.4)-E2AP1020-(  23.62)-E2JBJ011-(  23.76)-E2FP2162-(  23.94)-E2FP2161-(  25.11)-E2FP2160-(  26.56)-E2FP2007-(  27.52)-E2FP2006-(  27.94)-E2FP2144-(  28.34)-E2FP2005-(  30.56)-E2FP2004-(  30.62)-E2FP2129-(  32.28)-E2FP2130-(  32.36)-E2FP2131-(  35.89)-E2FP2127-(  35.95)-E2FP2128-(  36.61)-E2FP2003-(  38.34)-E2FP0006-(  39.95)-E2FP0007-(  41.94)-E2FP2114-(  42.88)-E2FP2113-(  43.36)-E2FP2112-(  44.66)-E2FP2085-(  45.35)-E2FP225A-(  45.57)-AUFP2153-(  45.97)-AUFP2155-(  46.21)-AUFP2156-(  46.39)-AUFP2157-(  48.39)-T       ,,,,,,,,,,
1570,F-CO-14A,FIRE,44,HDY2,AU,,F-JB-CSBD,CM,,ES-CO2-W/L-EX,/,45,1,45,AUFP2157,2,CMFP2114,2.9,U,CM_AU_P2,CM_AU,CM_AU_P2,OUFP2801,13.2,31.6,,0,C,,,ECUA,AL,AU(5.78) OU(29.69) CM(9.3),H11P0(5.78) D11P0(29.69) G23A0(1.81) G12S0(7.49),AUFP2157 AUFP2158 AUFP2159 AUFP2171 AUFP2170 AUFP2166 AUFP2168 AUFP2167 AUFP2172 AUFP2151 AUFP2151 OUFP2801 CMFP2304 CMFP2109 CMFP2108 CMFP2106 CMFP2303 CMFP2110 CMFP2117 CMFP2116 CMFP2115 CMFP2114  ,=21678/423735,,X1,수정,0.245,,P,D11P0P54B103,E412BBFJBCSBD,E403OOCO14A,,       F-(      2)-AUFP2157-(   2.44)-AUFP2158-(    2.7)-AUFP2159-(   3.41)-AUFP2171-(   3.49)-AUFP2170-(   3.85)-AUFP2166-(   4.19)-AUFP2168-(   5.09)-AUFP2167-(   5.45)-AUFP2172-(   5.78)-AUFP2151-(  13.22)-OUFP2801-(  35.47)-CMFP2304-(  36.26)-CMFP2109-(   36.7)-CMFP2108-(  37.12)-CMFP2106-(  37.28)-CMFP2303-(   37.5)-CMFP2110-(  39.66)-CMFP2117-(  40.74)-CMFP2116-(  41.03)-CMFP2115-(  41.87)-CMFP2114-(  44.77)-T       ,,,,,,,,,,
1571,F-CO-14B,FIRE,44,HDY2,CM,,ES-CO2-W/L-EX,CM,,ES-CO2-W/L-EX,/,41,1,41,CMFP2114,1.8,CMFS2015,1.8,U,CM,CM,CM,CMFP2114,1.8,38.6,,0,C,,,ECUA,AL,CM(40.38),G12S0(6.39) G23A0(33.99),CMFP2114 CMFP2115 CMFP2116 CMFP2117 CMFP2110 CMFP2303 CMFP2106 CMFP2108 CMFP2109 CMFP2304 CMFP2103 CMFP2100 CMFP2101 CMFP2099 CMFP2098 CMFP2071 CMFP2070 CMFP2074 CMFS2015  ,,,X2,수정,0.245,,P,G12S0P54B103,E403OOCO14A,E403OOCO14B,,       F-(    1.8)-CMFP2114-(   2.64)-CMFP2115-(   2.93)-CMFP2116-(   4.01)-CMFP2117-(   6.17)-CMFP2110-(   6.39)-CMFP2303-(   6.55)-CMFP2106-(   6.97)-CMFP2108-(   7.41)-CMFP2109-(    8.2)-CMFP2304-(   8.84)-CMFP2103-(   9.81)-CMFP2100-(  10.01)-CMFP2101-(  14.92)-CMFP2099-(  18.21)-CMFP2098-(  33.71)-CMFP2071-(  35.31)-CMFP2070-(  38.01)-CMFP2074-(  38.58)-CMFS2015-(  40.38)-T       ,,,,,,,,,,
1572,F-CO-2,FIRE,43,HLM2,EC,,CO2 RELEASE ALARM SYSTEM RELAY BOX,EC,,CO2 RELEASE ALARM SYSTEM CONTROL BOX,/,8,1,8,ECAS0039,1.3,ECAS0065,2.2,E,M32S0,M32S0,M32S0,ECAS0039,1.3,6.3,,0,C,,CASING사급,ECEE,AF,EC(7.59),M32S0(7.59),ECAS0039 ECAS0057 ECAS0058 ECAS0060 ECAS0059 ECAS0082 ECAS0083 ECAS0064 ECAS0065  ,=22190/45191,=21911/2737,X3,발행,0.130,,L,M32S0L540003,B011MMRYBX,B011MMCO2,,       F-(    1.3)-ECAS0039-(   2.82)-ECAS0057-(   3.26)-ECAS0058-(   3.44)-ECAS0060-(   3.84)-ECAS0059-(   4.05)-ECAS0082-(   4.85)-ECAS0083-(   5.36)-ECAS0064-(   5.39)-ECAS0065-(   7.59)-T       ,,,,,,,,,,
1573,F-CO-3,FIRE,43,HLFM4,EC,,CO2 RELEASE ALARM SYSTEM RELAY BOX,AU,,SMALL JB1(JB-003),/,56,1,56,ECAS0039,1.3,AUFP2237,1.1,E,E51P0,E51P0,E51P0,E2FP224A,46.5,9.1,,0,C,,,ECEF,CP,EC(2.73) E2(43.81) AU(9.06),M32S0(2.73) E52S0(13.8) E52P0(7.09) E51P0(22.92) H11P0(9.06),ECAS0039 ECAS0040 E2AS014B E2AS2295 E2AS2200 E2AS2191 E2AS2176 E2AS2175 E2AS2172 E2JBJ021 E2AP2017 E2AP1020 E2JBJ011 E2FP2162 E2FP2161 E2FP2160 E2FP2007 E2FP2006 E2FP2144 E2FP2005 E2FP2004 E2FP2129 E2FP2130 E2FP2131 E2FP2127 E2FP2128 E2FP2003 E2FP0006 E2FP0007 E2FP0008 E2FP2126 E2FP2008 E2FP2110 E2FP2111 E2FP224A E2FP224A AUFP2219 AUFP2220 AUFP2221 AUFP2218 AUFP2217 AUFP2216 AUFP2237  ,=22190/45191,=21678/383823,C38,수정,0.200,E51P0,J,E51P0J540003,B011MMRYBX,E412BBFCO3,,       F-(    1.3)-ECAS0039-(   1.82)-ECAS0040-(   2.73)-E2AS014B-(    3.2)-E2AS2295-(    5.9)-E2AS2200-(  11.99)-E2AS2191-(  12.37)-E2AS2176-(  13.31)-E2AS2175-(  14.36)-E2AS2172-(  16.53)-E2JBJ021-(  20.28)-E2AP2017-(   23.4)-E2AP1020-(  23.62)-E2JBJ011-(  23.76)-E2FP2162-(  23.94)-E2FP2161-(  25.11)-E2FP2160-(  26.56)-E2FP2007-(  27.52)-E2FP2006-(  27.94)-E2FP2144-(  28.34)-E2FP2005-(  30.56)-E2FP2004-(  30.62)-E2FP2129-(  32.28)-E2FP2130-(  32.36)-E2FP2131-(  35.89)-E2FP2127-(  35.95)-E2FP2128-(  36.61)-E2FP2003-(  38.34)-E2FP0006-(  39.95)-E2FP0007-(  40.54)-E2FP0008-(  42.11)-E2FP2126-(  42.23)-E2FP2008-(  43.61)-E2FP2110-(  45.37)-E2FP2111-(  46.54)-E2FP224A-(  47.24)-AUFP2219-(  47.35)-AUFP2220-(  48.91)-AUFP2221-(  51.13)-AUFP2218-(  51.31)-AUFP2217-(  52.17)-AUFP2216-(   54.5)-AUFP2237-(   55.6)-T       ,,,,,,,,,,
1574,F-CO-3A,FIRE,43,HLM2,AU,,SMALL JB1(JB-003),AU,,CO2 RELEASE ALARM SYSTEM RELEASE CONTROL CABINET,/,4,1,4,AUFP2237,1.1,AUFP2239,2.6,A,H11P0,H11P0,H11P0,AUFP2237,1.1,2.7,,0,C,,,ECA0,AU,AU(3.83),H11P0(3.83),AUFP2237 AUFP2239  ,=21678/383823,=21678/375521,X1,수정,0.130,,J,H11P0J540003,E412BBFCO3,B011MMCO3A,,       F-(    1.1)-AUFP2237-(   1.23)-AUFP2239-(   3.83)-T       ,,,,,,,,,,
